"","id","scene_description"
"6652",11748,"[Cut to Sokka, as he moves his fingers in a dancing manner.]"
"6653",11749,"[Walks toward Sokka.]"
"6654",11751,"[Embarrassed.]"
"6655",11754,"[Cut to a tray full of tea cups with Zuko's hand holding a kettle and filling up the empty cups.]"
"6656",11754,"[Camera pans up to Zuko's face.]"
"6657",11755,"[Cut to an overhead of the group sitting around a fire.]"
"6658",11758,"[Serves tea to The Duke and Haru and stands up with his tray.]"
"6659",11758,"[The boys help themselves to the tea.]"
"6660",11758,"[No response.]"
"6661",11763,"[Stands up and walks out.]"
"6662",11765,"[Appa wakes up and looks as they walk past him.]"
"6663",11771,"[Turns to leave, but is stopped by Sokka.]"
"6664",11777,"[Sokka looks at him, horrified.]"
"6665",11780,"[Pauses for a moment.]"
"6666",11782,"[Yawns.]"
"6667",11783,"[Sarcastically.]"
"6668",11785,"[To Appa.]"
"6669",11788,"[Falls off Appa, his bag's contents fall out.]"
"6670",11790,"[Picking up the fallen items.]"
"6671",11790,"[Zuko jumps off of Appa.]"
"6672",11790,"[Pushes Zuko aside and begins to climb up Appa on Appa's saddle.]"
"6673",11793,"[Sokka stops climbing, sighs, and looks back at Zuko.]"
"6674",11793,"[They walk off to the war balloon.]"
"6675",11796,"[As she says this, Aang yawns and turns around to lie back down.]"
"6676",11798,"[Sighs.]"
"6677",11798,"[Stands up and walks to a spot and starts hot squatting while Katara and Toph walk away.]"
"6678",11801,"[Sokka whistles.]"
"6679",11805,"[Blasts more fire into the tank.]"
"6680",11807,"[Looks at Sokka, defensively.]"
"6681",11809,"[Downcast.]"
"6682",11814,"[Smiles and looks at Zuko with interest.]"
"6683",11815,"[Smiles.]"
"6684",11817,"[Shocked for a moment. Looks up at the sky briefly, before glancing back at Sokka.]"
"6685",11819,"[Sokka awakens to see it.]"
"6686",11821,"[Frantically blasting fire into the tank.]"
"6687",11821,"[Blasts fire up into the balloon.]"
"6688",11823,"[Falls to the side as the balloon tips.]"
"6689",11826,"[Looking at the destroyed war balloon.]"
"6690",11829,"[Walks to the destroyed balloon.]"
"6691",11831,"[Gathers parts from the balloon together.]"
"6692",11831,"[After the hot water on the balloon burns his hand, Sokka kicks it into the water.]"
"6693",11834,"[They both turn to look at the prison.]"
"6694",11842,"[Whips fire at him.]"
"6695",11847,"[To Zuko and Sokka.]"
"6696",11847,"[Gives them a look when they say nothing.]"
"6697",11850,"[Walks up to Chit Sang.]"
"6698",11855,"[Pointing at Sokka.]"
"6699",11856,"[Whispers to Zuko.]"
"6700",11856,"[Runs up to Chit Sang and the guard.]"
"6701",11858,"[Sokka closes the doors.]"
"6702",11859,"[Playing along.]"
"6703",11867,"[Bluntly.]"
"6704",11868,"[The female guard throws a cup at him, which causes the guard sitting behind him to laugh.]"
"6705",11869,"[The other guards nod.]"
"6706",11872,"[Notices someone coming; lowers his mask.]"
"6707",11872,"[He and Sokka stand to attention.]"
"6708",11873,"[Opens the cooler.]"
"6709",11875,"[He is pushed aside by one of the warden's bodyguards.]"
"6710",11879,"[Lifts up his helmet's visor.]"
"6711",11880,"[Lifts up his visor.]"
"6712",11883,"[Bangs his fists against the wall in frustration.]"
"6713",11886,"[Holds his chin in thought.]"
"6714",11886,"[Cut to a frog-view as he looks up at the sky.]"
"6715",11886,"[Walks over to the railing.]"
"6716",11886,"[Close-up of a disinterested Sokka; voice-over.]"
"6717",11886,"[Sokka glances to the side.]"
"6718",11889,"[Folds his arms.]"
"6719",11889,"[Looks down.]"
"6720",11890,"[As he points, the camera shifts to an overhead view of the yard, before rapidly zooming in on a dejected-looking Suki.]"
"6721",11892,"[Voice-over.]"
"6722",11892,"[Suki gets up.]"
"6723",11894,"[Sits up; aggressively.]"
"6724",11895,"[Crosses arms.]"
"6725",11896,"[Close-up. She averts her eyes; bitterly.]"
"6726",11897,"[Frontal shot; smugly.]"
"6727",11899,"[Runs up to him; cut to a side-view.]"
"6728",11901,"[They both stand up, not releasing each other.]"
"6729",11903,"[Places his right hand on her left cheek.]"
"6730",11904,"[Frontal shot.]"
"6731",11904,"[Places her hand over Sokka's on her face and closes her eyes.]"
"6732",11904,"[Opens them again.]"
"6733",11906,"[Cut to a shot from behind Zuko.]"
"6734",11907,"[Shot from over the guard's shoulder.]"
"6735",11907,"[Looks at the prison cell; unsure.]"
"6736",11907,"[Points at the door.]"
"6737",11908,"[Close-up. Cut to a side-shot; annoyed.]"
"6738",11908,"[She raises her left arm to push Zuko out of the way, though before she can touch him, he grabs hold of the arm and turns her around, slamming her face first against the door.]"
"6739",11910,"[Instantly cut to a frontal shot of Sokka, who freezes over.]"
"6740",11910,"[He turns to look at the struggle.]"
"6741",11910,"[Frontal shot of Sokka, looking unsure.]"
"6742",11913,"[Grabs Zuko and throws him down on the floor.]"
"6743",11913,"[Whispering.]"
"6744",11915,"[Smiles evilly and walks into the cell.]"
"6745",11916,"[Shocked.]"
"6746",11918,"[Even more shocked.]"
"6747",11920,"[Folds his arms.]"
"6748",11921,"[Walks away and shuts the door.]"
"6749",11926,"[Somewhat angrily.]"
"6750",11927,"[Stops mopping for a second.]"
"6751",11934,"[Exchanges a worried glance with Suki.]"
"6752",11935,"[Flashes back to Sokka walking around the island; voice-over.]"
"6753",11935,"[Sokka puts a miniature boat in the water and watching it float away.]"
"6754",11935,"[Fade back to Sokka talking to Zuko and Suki.]"
"6755",11937,"[From the staircase.]"
"6756",11937,"[Jumps down.]"
"6757",11938,"[Covering up.]"
"6758",11944,"[Unconvinced.]"
"6759",11944,"[Camera pans from a serious-looking Zuko to Suki.]"
"6760",11945,"[To Sokka.]"
"6761",11946,"[Handing Zuko a wrench.]"
"6762",11949,"[Shoves Zuko.]"
"6763",11950,"[He pushes Chit Sang.]"
"6764",11953,"[Approaching. Yelling.]"
"6765",11955,"[Pointing.]"
"6766",11958,"[Raises his head slightly and releases a small breath of fire to warm himself up.]"
"6767",11958,"[Reveals all the removed bolts and screws, which makes Sokka smile.]"
"6768",11959,"[Lifts his visor; whispering.]"
"6769",11960,"[Takes Sokka into the cooler and closes the door.]"
"6770",11963,"[Sokka looks at Zuko with shock and worry.]"
"6771",11971,"[Cut briefly to two other prisoners, a male sitting on a rock, and a female waving.]"
"6772",11972,"[They move the cooler into the water. Cut to Sokka lifting a rock hiding his Water Tribe outfit.]"
"6773",11974,"[Approaching.]"
"6774",11975,"[Turns to Zuko.]"
"6775",11977,"[Standing.]"
"6776",11978,"[Sokka moves away.]"
"6777",11980,"[Grabs Sokka's shoulder.]"
"6778",11981,"[Standing by the cooler boat.]"
"6779",11982,"[To Suki.]"
"6780",11985,"[Pushes the cooler into the lake and jumps in.]"
"6781",11988,"[Rips off a piece of the cooler. When he puts the piece of metal in the water, the steaming water splashes on to his hand, causing him to scream loudly.]"
"6782",11995,"[The guard in charge of the steering wheel turns toward the warden.]"
"6783",11998,"[Cut to a side-view of the gondola approaching the prison. Cut to a view of the prison yard as the gondola nears its stop. Cut to Sokka and Suki now in the yard.]"
"6784",11998,"[Cut to the gondola arriving. Cut to Sokka, Zuko and Suki in the yard.]"
"6785",11999,"[Holds Sokka's hand.]"
"6786",12002,"[Cut to Sokka.]"
"6787",12003,"[Cut briefly to the gondola as several men step off.]"
"6788",12003,"[Cut to the gondola briefly as we see one more prisoner exit. Hakoda does not appear.]"
"6789",12004,"[Comforting.]"
"6790",12008,"[Cut to Sokka, Shocked.]"
"6791",12013,"[Exiting a stairway and passing through a lineup of guards, surprising them a bit.]"
"6792",12013,"[Points in the warden's direction.]"
"6793",12015,"[Walking past the line of prisoners starting from the left.]"
"6794",12015,"[He stops in front of Hakoda who looks downward; looks closer at Hakoda.]"
"6795",12016,"[Averting his gaze slightly off to the side; firmly.]"
"6796",12017,"[Angrily.]"
"6797",12019,"[Cut to the warden's face.]"
"6798",12021,"[Calmer.]"
"6799",12021,"[To the other prisoners.]"
"6800",12023,"[Standing over him.]"
"6801",12024,"[Rises and snaps angrily.]"
"6802",12026,"[Approaches his father.]"
"6803",12027,"[Rises to his feet and extends his right arm out, clenched in a fist, not realizing the guard is his son in disguise; Sokka backs up a bit.]"
"6804",12028,"[Lifting up his helmet mask.]"
"6805",12029,"[Softens up and grows teary-eyed.]"
"6806",12029,"[The two embrace; Sokka drops his helmet to the floor.]"
"6807",12029,"[Amused.]"
"6808",12030,"[Rubs the back of his neck sheepishly.]"
"6809",12032,"[Calmly.]"
"6810",12033,"[Snaps.]"
"6811",12033,"[The warden appears behind him.]"
"6812",12034,"[Cuts to close-up of his face; casually.]"
"6813",12035,"[Brightly.]"
"6814",12039,"[Leans in closer to Chit Sang.]"
"6815",12041,"[To Hakoda.]"
"6816",12041,"[Cut to inside the prison cell; Sokka turns away from the door.]"
"6817",12042,"[Sokka comes by his father and sits down.]"
"6818",12043,"[Smiles.]"
"6819",12046,"[Lays a hand on Sokka's shoulder.]"
"6820",12050,"[Crosses his arms angrily.]"
"6821",12051,"[Cut to Hakoda, who gives his son a suspicious look.]"
"6822",12051,"[Hakoda nods his head at Sokka, indicating that he understands.]"
"6823",12053,"[Downcast.]"
"6824",12053,"[Leans forward and rests his face in his arms.]"
"6825",12054,"[Smiles and pats a hand on Sokka's back.]"
"6826",12057,"[In a hushed voice.]"
"6827",12058,"[A view of Zuko's eyes appears in the slit from inside the cell.]"
"6828",12060,"[Off-camera; startles Sokka.]"
"6829",12062,"[Pointing to the cell and trying to act gruff.]"
"6830",12064,"[Puzzled.]"
"6831",12065,"[Irritated.]"
"6832",12066,"[Punches his palm with his fist.]"
"6833",12069,"[Off-camera from inside the cell.]"
"6834",12069,"[Punching noises come from the cell.]"
"6835",12070,"[Amused.]"
"6836",12072,"[In a hushed voice while still punching the mattress.]"
"6837",12072,"[Cuts to shot of Zuko who peers from behind the blanket; off camera.]"
"6838",12074,"[Separates the two.]"
"6839",12076,"[Voice-over.]"
"6840",12076,"[He is thrown into a chair in an interrogation room.]"
"6841",12077,"[Zuko looks to the source of the voice.]"
"6842",12077,"[Emerges from the corner of the room; annoyed.]"
"6843",12078,"[Shocked.]"
"6844",12084,"[Approaches him from behind.]"
"6845",12086,"[Eager.]"
"6846",12088,"[Places his hand on Chit Sang's shoulder.]"
"6847",12094,"[Zuko sighs; Mai shows him a letter.]"
"6848",12096,"[Reading the letter.]"
"6849",12098,"[Sarcastically.]"
"6850",12098,"[Throws the letter at him.]"
"6851",12099,"[Stands up.]"
"6852",12104,"[Places his hand on her shoulder.]"
"6853",12104,"[Walks over to the door and peers outside.]"
"6854",12108,"[Puts both hands on her shoulders.]"
"6855",12109,"[Takes his hands off her shoulders.]"
"6856",12112,"[Nearby noise occurs. Moves to look outside.]"
"6857",12112,"[Suki hugs him.]"
"6858",12112,"[Cut to outside the cell, where he slides out of the cell.]"
"6859",12116,"[Walks off-screen.]"
"6860",12117,"[Sokka is escorted by two guards.]"
"6861",12121,"[Chit Sang steps forward.]"
"6862",12123,"[Off-screen.]"
"6863",12123,"[The camera shifts to Chit Sang, who is pointing at the bully guard.]"
"6864",12126,"[Grabs Chit Sang by the shirt.]"
"6865",12126,"[Chit Sang just raises his hands nonchalantly in defense.]"
"6866",12126,"[Another guard grabs him.]"
"6867",12129,"[Turns around and moves in closer to the guard.]"
"6868",12133,"[Angrily.]"
"6869",12136,"[Cut closer to Azula.]"
"6870",12136,"[Azula and Ty Lee walk in.]"
"6871",12136,"[Stands up.]"
"6872",12137,"[Walks in and notices the guard sitting in the chair.]"
"6873",12138,"[Cut to the bully guard, who looks away.]"
"6874",12139,"[Desperately.]"
"6875",12140,"[Angrily.]"
"6876",12141,"[Crossing her arms.]"
"6877",12141,"[Turns and starts to leave.]"
"6878",12144,"[Smiles sinisterly; quietly.]"
"6879",12144,"[Exits.]"
"6880",12148,"[Walks off-screen; the guard raises his mask and looks at him speechless.]"
"6881",12148,"[Guard grows more nervous. Walks back on-screen, lifting his helmet mask.]"
"6882",12149,"[Starts to sweat; horrified.]"
"6883",12150,"[Places his arm around the guard's shoulder.]"
"6884",12155,"[Smiles smugly.]"
"6885",12155,"[Shoves a prisoner.]"
"6886",12161,"[Smiles.]"
"6887",12162,"[Gets an idea.]"
"6888",12162,"[Points to him.]"
"6889",12163,"[Grabs a prisoner and lifts him in the air, bouncing him up and down.]"
"6890",12163,"[All the prisoners look at him.]"
"6891",12165,"[Looks shocked for a moment.]"
"6892",12166,"[Raises his arms.]"
"6893",12166,"[He is taken down by another prisoner. The riot is in full swing. Cut the floor of the yard as chaos and dust ensues everywhere. Cut to a prisoner sitting on another prisoner's shoulders, attempting to choke him. Cut to the bottom of a tower as various guards look down at the scene.]"
"6894",12167,"[Cut to the warden on a balcony.]"
"6895",12171,"[Gives a slight chuckle; proudly.]"
"6896",12172,"[Zuko gives a serious look.]"
"6897",12174,"[She throws the guard away from her and chases Zuko.]"
"6898",12179,"[Groans.]"
"6899",12181,"[Rubs his forehead.]"
"6900",12185,"[Ties his hands together and uses his headband as a gag.]"
"6901",12185,"[Slams the warden against the wall; the rest of the escapees arrive.]"
"6902",12188,"[Proudly.]"
"6903",12192,"[The guards see the warden on Chit Sang's shoulder, bound and gagged, and clear the way.]"
"6904",12204,"[Determined.]"
"6905",12208,"[Frees himself and runs to look out of the gondola.]"
"6906",12208,"[Chit Sang notices and grabs the warden.]"
"6907",12211,"[Puts down his telescope.]"
"6908",12215,"[Smirks.]"
"6909",12215,"[Blasts herself up.]"
"6910",12215,"[Reaches the other gondola.]"
"6911",12226,"[Shocked.]"
"6912",12227,"[Angrily.]"
"6913",12229,"[The warden struggles against his bindings.]"
"6914",12236,"[Walks up to a large hill by the sea.]"
"6915",12236,"[Pan down to a large airship.]"
"6916",12238,"[The guards give the Fire Nation salute and exit. Mai raises her head a little, looking defiant.]"
"6917",12238,"[Cut to a side view of Mai, followed by a frontal shot of Ty Lee, who looks from one to the other, tears in her eyes, and back to Azula.]"
"6918",12240,"[Her intrigued expression contorts into one of absolute rage.]"
"6919",12242,"[Runs to a shocked Mai, shaking her from her stupor.]"
"6920",12244,"[Still on the ground; angrily.]"
"6921",12255,"[Waving.]"
"6922",12256,"[Tearing up; overjoyed.]"
"6923",12256,"[Runs to him.]"
"6924",12257,"[They embrace.]"
"6925",12264,"[As he runs and pushes her out of harm's way.]"
"6926",12266,"[Angrily.]"
"6927",12267,"[Calmly.]"
"6928",12270,"[Rises.]"
"6929",12272,"[Pointing to the exit.]"
"6930",12274,"[To Zuko.]"
"6931",12275,"[Runs off.]"
"6932",12276,"[In the background, Sokka and Katara run up to him.]"
"6933",12280,"[Smiling.]"
"6934",12285,"[To the others.]"
"6935",12286,"[Turns around and suddenly grows angry.]"
"6936",12286,"[Walks up to her father.]"
"6937",12293,"[Azula uses her firebending to propel herself toward the wall, stopping her fall with her hair pin and saving herself.]"
"6938",12296,"[Jokingly.]"
"6939",12296,"[He smiles and the rest of the group laughs, except for Katara.]"
"6940",12297,"[Sarcastically.]"
"6941",12298,"[Holding up his cup.]"
"6942",12299,"[Everybody except Katara holds up their cups.]"
"6943",12299,"[Aang nudges him with his elbow, before Toph lightly punches him.]"
"6944",12300,"[Smiling.]"
"6945",12300,"[Stops smiling.]"
"6946",12301,"[Angrily.]"
"6947",12301,"[Walks away.]"
"6948",12303,"[Follows her.]"
"6949",12305,"[Voice-over.]"
"6950",12308,"[Turns around; furiously.]"
"6951",12308,"[Places her left hand on her heart.]"
"6952",12308,"[Points to the ocean.]"
"6953",12309,"[Closes eyes in resentment.]"
"6954",12310,"[Cuts to shot of her and Zuko standing on the cliff as she approaches him while snapping at him angrily.]"
"6955",12310,"[Cuts to side-view of her and Zuko.]"
"6956",12312,"[Embarrassed.]"
"6957",12314,"[Walks away.]"
"6958",12316,"[Holding a rose in his mouth, surrounded by lit candles.]"
"6959",12316,"[Surprised to find Zuko in his tent, destroying the rose in his mouth.]"
"6960",12316,"[Painfully swallows rose petals and thorns.]"
"6961",12318,"[His eyes widen as he realizes his mistake.]"
"6962",12319,"[Interrupting him.]"
"6963",12320,"[Slightly taken aback.]"
"6964",12322,"[Sadly.]"
"6965",12324,"[Runs off.]"
"6966",12325,"[Voice-over.]"
"6967",12325,"[A battle scene is depicted of Water Tribe Warriors and Fire Nation soldiers charging and attacking one another.]"
"6968",12329,"[Scene shows flashback of three red flags waving in the breeze, bearing sea ravens.]"
"6969",12331,"[Urging Zuko hurriedly out of the tent.]"
"6970",12331,"[Zuko leaves.]"
"6971",12331,"[Peaks head out excitedly and whispers.]"
"6972",12333,"[Angrily.]"
"6973",12335,"[Brushing her hair.]"
"6974",12336,"[She abruptly stops.]"
"6975",12339,"[Jokingly.]"
"6976",12341,"[Slightly surprised.]"
"6977",12346,"[Shakes her head in dismay.]"
"6978",12346,"[Begins to walk away.]"
"6979",12350,"[Angrily.]"
"6980",12355,"[Hurt.]"
"6981",12362,"[Cuts to overhead shot of the field as she walks away, Zuko following behind.]"
"6982",12366,"[Pauses.]"
"6983",12368,"[Katara situates herself on Appa's head.]"
"6984",12369,"[Sarcastically.]"
"6985",12369,"[Climbs aboard Appa.]"
"6986",12370,"[Appa takes flight; Aang and Sokka look up at the departing bison, their backs facing the camera.]"
"6987",12373,"[Cuts to shot of the two standing together looking up.]"
"6988",12376,"[Surprised.]"
"6989",12379,"[Cuts to shot of the communication tower situated on an island in the middle of the ocean; off-camera.]"
"6990",12380,"[Voice-over.]"
"6991",12380,"[Cuts to shot of the communication tower, the camera panning downward.]"
"6992",12382,"[Opens a scroll.]"
"6993",12382,"[Points to location on map; off-camera.]"
"6994",12383,"[Cuts to shot of Zuko and Katara looking at the map.]"
"6995",12397,"[Voice-over.]"
"6996",12398,"[Arrives to where her father is battling Fire Nation soldiers.]"
"6997",12401,"[Voice begins breaking.]"
"6998",12403,"[Clutches her necklace.]"
"6999",12405,"[Katara looks up.]"
"7000",12405,"[Tosses the telescope to Katara.]"
"7001",12406,"[Determined.]"
"7002",12415,"[He attempts to control his arm which bends about uncontrollably.]"
"7003",12418,"[Helplessly subdued.]"
"7004",12419,"[Bending down closer to the commander.]"
"7005",12421,"[She frees him from her grip.]"
"7006",12428,"[Stops his work and attempts to placate.]"
"7007",12431,"[Angrily. Her fists clench as she interrupts.]"
"7008",12431,"[Cut to a close-up of her as she yells at him; irritatingly.]"
"7009",12433,"[Suspiciously.]"
"7010",12433,"[To stand owner.]"
"7011",12435,"[Camera view shifts to show someone hiding.]"
"7012",12439,"[Drops basket of vegetables and firebends at a nearby bush.]"
"7013",12441,"[Cut to a side view of the confrontation as Zuko takes a step forward to threaten Yon Rha.]"
"7014",12442,"[Cut to Yon Rha on the ground with his arm shielding his face. Frightened.]"
"7015",12446,"[Camera focuses on front view of her face.]"
"7016",12447,"[Camera focuses on him.]"
"7017",12447,"[Focuses on Katara again.]"
"7018",12449,"[Camera zooms out to show Kya kneeling on the floor in front of Yon Rha.]"
"7019",12451,"[Holds her hands together.]"
"7020",12457,"[She lowers her head and closes her eyes to make a decision.]"
"7021",12457,"[Cut to a side view of Yon Rha who nods.]"
"7022",12457,"[Cut to Kya who looks up.]"
"7023",12458,"[Cut to a close-up of Yon Rha who smiles evilly.]"
"7024",12460,"[Cut to a close-up of Katara who turns away from Yon Rha as she closes her eyes sadly.]"
"7025",12461,"[Shocked.]"
"7026",12462,"[Cut back to Katara who turns to face him again as she opens her eyes and looks back furiously.]"
"7027",12464,"[Falls to his knees.]"
"7028",12464,"[Attempts to smile weakly.]"
"7029",12465,"[Sorrowfully.]"
"7030",12466,"[Humbly.]"
"7031",12466,"[Cries.]"
"7032",12474,"[Rises from boardwalk.]"
"7033",12474,"[Smiles at Zuko and walks up to him.]"
"7034",12478,"[Turns to look at him.]"
"7035",12482,"[Cut to Zuko sitting on a dry fountain and wiping his head with a cloth.]"
"7036",12485,"[Cut to close-up of her and Sokka.]"
"7037",12485,"[Sokka shows the poster for the play to the team. It depicts Katara, Aang, and Sokka with Zuko's scarred face in the background.]"
"7038",12487,"[Turns the poster toward him.]"
"7039",12487,"[Cut to a close shot of the poster as the camera pans up.]"
"7040",12487,"[Shot changes to show Team Avatar.]"
"7041",12489,"[Recalling a memory.]"
"7042",12491,"[Persuasively.]"
"7043",12491,"[He holds up the poster anxiously and smiles sheepishly; Katara looks away, appears nonplussed.]"
"7044",12493,"[To Zuko; points to his seat and tries to act casual.]"
"7045",12494,"[Removing his hood.]"
"7046",12495,"[Sits down.]"
"7047",12500,"[Sighs.]"
"7048",12501,"[Cut to Actor Sokka, a thin, lanky man.]"
"7049",12504,"[Cut to shot of the actor.]"
"7050",12504,"[Audience laughs.]"
"7051",12505,"[Leans forward in his seat; clearly annoyed.]"
"7052",12505,"[Extends his arm in a dramatic gesture.]"
"7053",12506,"[Laughing.]"
"7054",12507,"[Cut to the stage where Actress Katara now stands in the canoe.]"
"7055",12507,"[Cut to close-up of the actress who holds her hand out and clasps her hands together dramatically.]"
"7056",12507,"[Begins to cry.]"
"7057",12507,"[Sniffs and falls back into a sitting position.]"
"7058",12507,"[Leans over the side of the canoe and buries her face in her hands, crying.]"
"7059",12509,"[With crossed arms, displeased.]"
"7060",12510,"[Elated.]"
"7061",12513,"[Closer shot of the silhouette swaying from side to side inside the iceberg prop.]"
"7062",12518,"[Laughs; in a high-pitched voice.]"
"7063",12518,"[She leans toward Actress Katara, laying a finger on her lips, and also motions toward Actor Sokka before standing upright and spreading her arms out in a cheery gesture.]"
"7064",12521,"[Gasps.]"
"7065",12521,"[Clasps her hands to her chest.]"
"7066",12521,"[Drops down on one knee emotionally.]"
"7067",12521,"[Begins to cry and grabs on to Actress Aang's leg. Cut to close-up of Actress Katara who continues to bawl dramatically. Cut back to shot of the entire trio.]"
"7068",12522,"[Throws his arms up hopelessly before dropping to his knees, clutching on to Actress Aang's other leg, and crying.]"
"7069",12522,"[Cut to close-up of Actor Sokka.]"
"7070",12523,"[Stoops down, puts her arm around Actor Sokka's shoulders, and points upward.]"
"7071",12523,"[Cut to actual Aang whose head and arm rest lazily on the railing, unimpressed.]"
"7072",12525,"[Excitedly; shielding his eyes with his hand and turning his head, searching for the alleged dumplings.]"
"7073",12526,"[Laughs and swings arm jovially.]"
"7074",12526,"[Crosses her legs as the audience laughs.]"
"7075",12527,"[Cut to wide shot of Team Avatar. Aang extends his arm toward the stage, angry with the actress' bad portrayal.]"
"7076",12527,"[Throws hands up in frustration.]"
"7077",12528,"[Laughs and turns to face Aang.]"
"7078",12528,"[Continues to laugh.]"
"7079",12530,"[Holds up a platter of cake with one slice missing.]"
"7080",12532,"[Lowers his telescope and turns to Actor Iroh.]"
"7081",12532,"[Faces out into the audience, clutching his hand in a fist assertively.]"
"7082",12533,"[Cut to wide shot of the model ship.]"
"7083",12533,"[He holds the cake up higher before bringing it toward his face and proceeding to gobble it down ravenously and noisily.]"
"7084",12534,"[Viewing Actor Iroh.]"
"7085",12536,"[Gestures toward the stage.]"
"7086",12537,"[Complacently amused.]"
"7087",12538,"[In protest; holding his arms out.]"
"7088",12540,"[Completely at ease.]"
"7089",12541,"[Turns toward his uncle, leaning forward menacingly; shouting.]"
"7090",12543,"[Tiptoes to the bush. Actor Sokka scratches his head while Actress Katara shrugs. Actress Aang picks up the Momo prop, a rabbit-monkey puppet.]"
"7091",12543,"[Laughs; using puppet.]"
"7092",12543,"[The audience laughs.]"
"7093",12546,"[Pointing to his backside.]"
"7094",12548,"[Camera pans back to show the whole stage.]"
"7095",12548,"[Laughs.]"
"7096",12550,"[Lifting up a piece of the jennamite prop.]"
"7097",12553,"[Crying.]"
"7098",12553,"[Katara narrows her eyes.]"
"7099",12555,"[Looking of stage.]"
"7100",12556,"[Jumps on stage holding two swords and has a large mask.]"
"7101",12558,"[Jumps on top of the Blue Spirit's large mask.]"
"7102",12564,"[Gasps.]"
"7103",12567,"[Kisses Yue. Gags.]"
"7104",12568,"[Exits on the moon prop.]"
"7105",12569,"[Laughs.]"
"7106",12570,"[Tearing up.]"
"7107",12570,"[Suki looks away, and folds her arms.]"
"7108",12572,"[Laughs.]"
"7109",12572,"[Actress Aang stomps three more miniature ships before tripping over her Koizilla costume and falling.]"
"7110",12577,"[Walks down the stairs holding a bag of flaming fire flakes and sits next to Suki.]"
"7111",12578,"[Hint of sarcasm.]"
"7112",12579,"[Eats a fire flake.]"
"7113",12580,"[Angry.]"
"7114",12582,"[Standing up.]"
"7115",12583,"[Everyone looks at her.]"
"7116",12584,"[Turns around and sits down. Sarcastically.]"
"7117",12588,"[Opens up her miniature air glider prop.]"
"7118",12588,"[Jumps up into the air with a cable lifting her up.]"
"7119",12593,"[Enters the stage from a trapdoor beneath the rock prop and holds it above his head.]"
"7120",12593,"[Throws away the prop.]"
"7121",12596,"[Spits.]"
"7122",12596,"[Flexes.]"
"7123",12596,"[Audience laughs.]"
"7124",12597,"[Picks at her ear with her pinky.]"
"7125",12599,"[Laughs as Katara looks away in dismay.]"
"7126",12599,"[Camera pans to Aang, who turns toward the stage in annoyance.]"
"7127",12600,"[Waves hand in front of Actor Toph's eyes.]"
"7128",12601,"[Laughs.]"
"7129",12601,"[Screams very loudly at the Team Avatar players. The audience and Team Avatar grimace at the scream; Aang claps his hands over his ears, Zuko grips the railing in front of him, Suki and Sokka hug each other in terror, and Katara grits her teeth while Toph looks excited.]"
"7130",12601,"[Actress Aang and the audience claps.]"
"7131",12603,"[Points to Zuko, who now wears a large wig.]"
"7132",12604,"[Actors Zuko and Iroh walk away from each other.]"
"7133",12607,"[Points in the distance.]"
"7134",12608,"[Everybody looks while Actress Azula escapes through a door.]"
"7135",12609,"[Turning to audience.]"
"7136",12613,"[Blocks the rock prop.]"
"7137",12616,"[Begins swinging his hook hand wildly at Actress Aang and Actor Sokka.]"
"7138",12622,"[Shot changes to show him sitting on a rock bench.]"
"7139",12623,"[Sits down with Actor Zuko.]"
"7140",12623,"[Zuko and Katara inch away from each other, slightly uncomfortable. Aang narrows his eyebrows.]"
"7141",12624,"[Stands up.]"
"7142",12624,"[Aang nods.]"
"7143",12625,"[Laughs.]"
"7144",12625,"[Stands up and walks toward Actor Zuko.]"
"7145",12625,"[Laughs.]"
"7146",12625,"[Aang grows concerned.]"
"7147",12625,"[Actress Katara and Actor Zuko embrace and hold hands while Actress Katara pops up one leg. Aang gets up.]"
"7148",12626,"[Whispering.]"
"7149",12626,"[As Aang leaves.]"
"7150",12626,"[Puts his arm around Suki, but whispers to Aang again.]"
"7151",12626,"[Puts his arm back around Suki, who looks slightly annoyed.]"
"7152",12629,"[Stops drinking from a cup.]"
"7153",12629,"[Winks and gives a thumbs up sign.]"
"7154",12632,"[Pushes Actor Iroh over and walks to Actress Azula.]"
"7155",12634,"[To Zuko.]"
"7156",12645,"[Looks at Sokka seriously.]"
"7157",12652,"[Angered.]"
"7158",12652,"[Yanks his hat off and throws it on the ground.]"
"7159",12657,"[Seriously.]"
"7160",12657,"[Smiling.]"
"7161",12657,"[Sokka and Suki leave.]"
"7162",12658,"[To Zuko, after observing everyone's reactions.]"
"7163",12662,"[Sits down next to him.]"
"7164",12668,"[Punches Zuko on the shoulder.]"
"7165",12672,"[Runs off.]"
"7166",12673,"[Covers his face with his hood.]"
"7167",12679,"[Starts walking away.]"
"7168",12680,"[Runs in front of him.]"
"7169",12680,"[Pulls out some cards.]"
"7170",12680,"[Clears throat.]"
"7171",12682,"[Chuckles.]"
"7172",12682,"[Takes the cards from Sokka. Reads one and laughs.]"
"7173",12683,"[Puts his arm around Actor Sokka's shoulder.]"
"7174",12683,"[The two begin to walk away.]"
"7175",12698,"[Exits the balcony.]"
"7176",12699,"[Puts down his head on the balcony railing.]"
"7177",12704,"[Punching the air.]"
"7178",12706,"[Audience laughs.]"
"7179",12707,"[Laughs hysterically at Suki and Aang. Lifts up Aang's hat.]"
"7180",12708,"[The audience and Sokka laugh.]"
